220603,1,1,1,0,1070101,084350,220999,,0,1,3,1,0,0,0,0,1,0,,0,1,0,0,0,1,同縣市快捷,11466,1,1,3690,1,50643910027559,50643910027559,00,,10701,01
880008,0,1,1,0,1070101,103342,880999,,0,4,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,4,1324,1,30565688000800,30565688000800,,,10701,01
880008,0,1,2,0,1070101,103342,880999,,0,4,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,4,1324,1,30771188000800,30771188000800,,,10701,01
880008,0,1,3,0,1070101,103342,880999,,0,4,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,4,1324,1,30771488000800,30771488000800,,,10701,01
880008,0,1,4,0,1070101,103342,880999,,0,4,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,4,1324,1,90875588000800,90875588000800,,,10701,01
100257,0,1,1,0,1070101,210331,100999,,0,1,2,1,0,0,0,0,1,0,,0,1,0,0,0,2,公件島嶼間互寄包裹,10012,1,1,3189,1,90571410025700100127,90571410025700100127,,,10701,01
100257,0,1,1,0,1070101,211843,100999,,0,4,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,4,2000,1,00005910025701,00005910025701,,,10701,01
100257,0,1,2,0,1070101,211843,100999,,0,4,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,4,2000,3,00037610025701,00037810025701,,,10701,01
100257,0,1,1,0,1070101,212238,100999,,0,1,2,1,0,0,0,0,1,0,,0,1,0,0,0,2,島嶼間互寄包裹,112,1,1,5294,1,90175310025770112007,90175310025770112007,,,10701,01
260015,0,1,1,0,1070102,065346,260999,,0,1,1,1,0,0,0,0,1,0,,0,1,0,0,0,2,普通掛號公件信函,106,1,1,500,1,90706926001500106004,90706926001500106004,,,10701,01
260015,0,1,1,0,1070102,065356,260999,,0,1,1,1,0,0,0,0,1,0,,0,1,0,0,0,2,普通掛號公件信函,260,1,1,10,1,90707026001500260009,90707026001500260009,,,10701,01
260015,0,1,1,0,1070102,065502,260999,,0,4,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,4,344,1,10000526001500,10000526001500,,,10701,01
260015,0,1,2,0,1070102,065502,260999,,0,4,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,4,344,1,10160726001500,10160726001500,,,10701,01
260015,0,1,3,0,1070102,065502,260999,,0,4,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,4,344,1,10160826001500,10160826001500,,,10701,01
260015,0,1,4,0,1070102,065502,260999,,0,4,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,4,344,1,10680426001500,10680426001500,,,10701,01
260015,0,1,1,0,1070102,071517,260999,,0,1,1,1,0,0,0,0,1,0,,0,1,0,0,0,2,普通掛號公件信函,260,1,1,18,1,90707126001500260008,90707126001500260008,,,10701,01
100254,0,1,1,0,1070102,072536,100999,,0,1,3,1,0,1,0,0,1,0,,0,1,0,0,0,2,代收貨價島嶼間互寄快捷,407,1,1,19500,1,36252500101074,36252500101074,00,,10701,01
830043,0,1,1,0,1070102,073058,800999,,0,1,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,1,159,1,90237783004301,90237783004301,,,10701,01
100254,0,1,1,0,1070102,073425,100999,,0,1,3,1,0,0,0,0,1,0,,0,1,0,0,0,2,島嶼間互寄快捷,900,1,1,4107,1,23303800100150,23303800100150,00,,10701,01
100254,0,1,1,0,1070102,073535,100999,,0,1,3,1,0,1,0,0,1,0,,0,1,0,0,0,2,代收貨價島嶼間互寄快捷,105,1,1,4914,1,36258600101074,36258600101074,00,,10701,01
100254,1,1,1,0,1070102,073545,100999,,0,6,3,1,0,0,0,0,3,0,,0,1,0,0,0,2,國內島嶼間互寄快捷,,1,3,60000,3,25865510025458,25865710025458,00,,10701,01
100254,1,2,1,0,1070102,073545,100999,,0,6,3,1,0,0,0,0,3,0,,0,1,0,0,0,2,國內島嶼間互寄快捷,,1,3,45000,3,25865810025458,25866010025458,00,,10701,01
100254,1,1,1,0,1070102,073857,100999,,0,1,3,1,0,1,0,0,3,0,,0,1,0,0,0,2,國內代收貨價島嶼間互寄快捷,,1,1,20000,1,36259400101074,36259400101074,00,,10701,01
730011,0,1,1,0,1070102,073937,704999,,0,1,1,5,0,0,0,0,1,0,,0,1,0,0,0,2,普通掛號印刷物,222,1,1,182,1,97078973001110222001,97078973001110222001,,,10701,01
950003,0,1,1,0,1070102,074225,950999,,0,1,1,1,0,0,0,0,1,0,,0,1,1,0,0,2,限時掛號公件信函,95044,1,1,40,1,90364895000303950442,90364895000303950442,,,10701,01
950003,0,1,1,0,1070102,074414,950999,,0,1,1,1,0,0,0,0,1,0,,0,1,1,0,0,2,限時掛號公件信函,95044,1,1,30,1,90364995000303950441,90364995000303950441,,,10701,01
320031,0,1,1,0,1070102,074420,330999,,0,1,2,1,0,0,0,0,1,0,,0,1,0,0,0,2,公件同縣市包裹,32071,1,1,868,1,90533332003100320711,90533332003100320711,,,10701,01
600044,0,1,1,0,1070102,074706,600999,,0,1,2,1,0,0,0,0,1,0,,0,1,0,0,0,2,不同縣市包裹,824,5,1,758,1,84503300104470,84503300104470,56,F,10701,01
100254,0,1,1,0,1070102,074822,100999,,0,1,2,1,0,0,0,0,1,0,,0,1,0,0,0,2,島嶼間互寄包裹,302,1,1,5000,1,86861800102570,86861800102570,,,10701,01
100254,0,1,1,0,1070102,074846,100999,,0,1,2,1,0,0,0,0,1,0,,0,1,0,0,0,2,島嶼間互寄包裹,406,1,1,5000,1,86902500102570,86902500102570,,,10701,01
100254,0,1,1,0,1070102,074905,100999,,0,1,2,1,0,0,0,0,1,0,,0,1,0,0,0,2,島嶼間互寄包裹,632,1,1,4000,1,86906100102570,86906100102570,,,10701,01
950027,0,1,1,0,1070102,074905,950999,,0,1,1,1,0,0,0,0,1,0,,0,1,0,0,0,2,普通掛號公件信函,950,1,1,276,1,90657795002700950005,90657795002700950005,,,10701,01
950027,0,1,1,0,1070102,074927,950999,,0,1,1,1,0,0,0,0,1,0,,0,1,0,0,0,2,普通掛號公件信函,95044,1,1,85,1,90657895002700950448,90657895002700950448,,,10701,01
420023,0,1,1,0,1070102,075107,400999,,0,3,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,3,30,3,00061840509500,00062040509500,,,10701,01
100117,0,1,1,0,1070102,075412,100999,,0,1,1,1,4,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,1,2000,1,90021210011701,90021210011701,,,10701,01
950027,0,1,1,0,1070102,075524,950999,,0,1,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,1,621,1,90263895002701,90263895002701,,,10701,01
950025,0,1,1,0,1070102,075636,950999,,0,6,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,6,540,1,30786795002500,30786795002500,,,10701,01
950025,0,1,2,0,1070102,075636,950999,,0,6,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,6,540,1,30787195002500,30787195002500,,,10701,01
950025,0,1,3,0,1070102,075636,950999,,0,6,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,6,540,1,90263395002501,90263395002501,,,10701,01
950025,0,1,4,0,1070102,075636,950999,,0,6,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,6,540,1,90441995002500,90441995002500,,,10701,01
950025,0,1,5,0,1070102,075636,950999,,0,6,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,6,540,1,90443295002500,90443295002500,,,10701,01
950025,0,1,6,0,1070102,075636,950999,,0,6,1,1,0,0,0,0,2,0,,0,1,0,0,0,2,普通掛號公件信函,,1,6,540,1,90501795002500,90501795002500,,,10701,01
300027,1,1,1,0,1070102,075707,300999,,0,10,1,4,0,0,0,0,3,0,,0,0,0,0,0,1,國內普通新聞紙,,1,10,5030,10,,,,,10701,01
100184,0,1,1,0,1070102,075952,100999,,0,1,2,1,0,0,0,0,1,0,,0,1,0,0,0,2,島嶼間互寄包裹,403,6,1,9950,1,92050710018470403005,92050710018470403005,64,R,10701,01
100184,0,1,1,0,1070102,075955,100999,,0,1,3,1,0,0,0,0,1,0,,0,1,0,0,0,2,島嶼間互寄快捷,116,1,1,10210,1,47932100100150,47932100100150,00,,10701,01
100185,0,1,1,0,1070102,075959,100999,,0,1,2,1,0,0,0,0,1,0,,0,1,0,0,0,2,島嶼間互寄包裹,320,1,1,13120,1,91329310018570320006,91329310018570320006,,,10701,01
100184,0,1,1,0,1070102,080012,100999,,0,1,3,1,0,0,0,0,1,0,,0,1,0,0,0,2,島嶼間互寄快捷,238,1,1,12700,1,03914700100450,03914700100450,54,F,10701,01
100184,0,1,1,0,1070102,080015,100999,,0,1,2,1,0,0,0,0,1,0,,0,1,0,0,0,2,島嶼間互寄包裹,403,6,1,9802,1,92050810018470403004,92050810018470403004,64,R,10701,01
