0990326,9991231,4,11250,04,07,100146,100999,100146,0,100999,1,100146,2,31,4,,,00010100,,0,0,0,0,0990329,135510,0,0
0961029,9991231,1,114,05,99,100151,100151,100151,0,100999,1,100151,2,31,3,,,11111100,,0,0,0,0,0970530,142824,0,0
1050505,9991231,1,241,99,99,241007,241999,241007,0,241999,1,241007,2,31,4,,,00110100,,0,0,0,0,1050505,115904,0,0
0990105,9991231,1,11677,05,99,100013,100999,100013,0,100999,1,100013,2,31,4,,,00000100,,0,0,0,0,0990105,164847,0,0
0970303,9991231,2,61343,05,04,600047,600999,600047,1,600999,1,600047,1,31,3,,,00100000,,0,0,0,0,0980818,152805,0,0
0970303,9991231,1,802,07,99,300047,300999,300047,1,300999,2,300047,1,31,4,,,11111100,,0,0,0,0,0990608,163417,0,0
1030701,9991231,1,70458,07,07,704011,704999,704011,0,704999,1,704011,2,31,3,,,10101000,,0,0,0,0,1030701,145205,0,0
1000916,9991231,1,242,04,09,241048,241999,244148,0,241999,1,244148,1,31,4,,,10000000,,0,0,0,0,1000916,140647,0,0
1050615,9991231,4,30046,09,06,300010,300999,300010,0,300999,1,300010,1,31,4,,,10101000,,0,0,0,0,1050616,085502,0,0
1040128,9991231,1,30049,05,04,300014,300999,300014,0,300999,1,300014,2,31,4,,,11111100,,0,0,0,0,1040129,082816,0,0
0981225,9991231,4,40748,05,07,730019,704999,730019,0,704999,1,730019,2,25,4,,,00001000,,0,0,0,0,1000714,085541,0,0
1050420,9991231,1,93145,99,99,900061,900999,900061,0,900999,1,900061,1,25,4,,,11111100,,0,0,0,0,1050421,151433,0,0
0990202,9991231,1,30074,07,09,300019,300999,300019,0,300999,2,300019,1,31,4,,,11111100,,0,0,0,0,0990202,155535,0,0
0981225,9991231,4,11074,05,13,730019,704999,730019,0,704999,1,730019,2,25,4,,,00001000,,0,0,0,0,1000714,085558,0,0
1011109,9991231,1,24156,05,09,241017,241999,241017,0,241999,1,241017,1,31,4,,,10111100,,0,0,0,0,1011109,135728,0,0
0981225,9991231,4,84043,05,07,730019,704999,730019,0,704999,1,730019,2,25,4,,,00001000,,0,0,0,0,1000714,085614,0,0
0990422,9991231,2,41201,04,07,400045,400999,400045,0,400999,1,400045,2,31,4,,,11111100,,0,0,0,0,0990422,140135,0,0
0981225,9991231,2,62152,05,07,730019,704999,730019,0,704999,1,730019,2,25,4,,,00001000,,0,0,0,0,1000714,085634,0,0
0981225,9991231,2,64743,05,09,730019,704999,730019,0,704999,1,730019,2,25,4,,,00001000,,0,0,0,0,1000714,085653,0,0
1020318,9991231,2,30078,08,06,300019,300999,300019,1,300999,2,300019,1,31,4,,,00001100,,0,0,0,0,1020318,101649,0,0
0981225,9991231,2,40460,05,09,730019,704999,730019,0,704999,1,730019,2,25,4,,,00001000,,0,0,0,0,1000714,085715,0,0
0981225,9991231,2,62248,05,09,730019,704999,730019,0,704999,1,730019,2,25,4,,,00001000,,0,0,0,0,1000714,085731,0,0
0981225,9991231,2,63345,05,09,730019,704999,730019,0,704999,1,730019,2,25,4,,,00001000,,0,0,0,0,1000714,085748,0,0
0990111,9991231,4,725,99,09,730019,704999,730019,0,704999,1,730019,2,25,4,,,00001000,,0,0,0,0,1000714,085807,0,0
0990111,9991231,4,40461,99,99,730019,704999,730019,0,704999,1,730019,2,25,4,,,00001000,,0,0,0,0,1000714,085826,0,0
1040727,9991231,1,97059,99,99,970011,970999,970011,0,970999,1,970011,1,31,3,,,10101000,,0,0,0,0,1040727,161627,0,0
0990111,9991231,4,91252,99,07,730019,704999,730019,0,704999,1,730019,2,25,4,,,00001000,,0,0,0,0,1000714,085855,0,0
0980702,9991231,2,10077,05,12,100006,100999,100006,0,100999,1,100006,2,31,4,,,11111100,,0,0,0,0,0980706,143836,0,0
0970818,9991231,1,10479,05,99,100071,100999,100071,0,100999,1,100071,2,31,3,,,11111100,,0,0,0,0,0970818,150536,0,0
0990510,9991231,2,11060,05,99,100099,100999,100099,0,100999,1,100099,2,31,4,,,00000100,,0,0,0,0,0990510,111010,0,0
0980211,9991231,1,104,05,99,100046,100999,100046,0,100999,1,100046,2,31,4,,,01010100,,0,0,0,0,0980211,160809,0,0
0990505,9991231,2,112,99,09,100146,100999,100146,0,100999,1,100146,2,31,4,,,10000000,,0,0,0,0,0990506,090630,0,0
1010906,9991231,2,114,99,12,100159,,100159,0,,1,100159,1,31,2,9,,10101000,,0,0,0,,1010906,,0,0
0990106,9991231,1,41144,05,07,400034,400999,400034,0,400999,2,400034,1,31,4,,,00000100,,0,0,0,0,0990111,082631,0,0
1040525,9991231,1,10880,05,09,100035,100999,100035,0,100999,1,100035,2,31,3,,,00000100,,0,0,0,0,1040525,152441,0,0
1000218,9991231,2,106,05,11,100046,100999,100046,0,100999,1,100046,2,31,4,,,11111100,,0,0,0,0,1000221,115931,0,0
0990322,9991231,2,24142,05,11,241001,241999,241001,0,241999,1,241001,2,31,4,,,11111100,,0,0,0,0,0990322,142816,0,0
1020827,9991231,2,204,25,05,200026,,200026,0,,1,200026,2,01,2,9,,10000000,,0,0,0,,1020827,,0,0
1050308,9991231,1,11142,05,11,100083,100999,100083,0,100999,1,100083,2,31,4,,,11111100,,0,0,0,0,1050310,091810,0,0
0961221,9991231,2,80471,99,04,800999,800999,800068,0,800999,1,800068,1,31,4,,,10000000,,0,0,0,0,0961224,101025,0,0
0981103,9991231,1,10858,05,09,100079,100999,100079,0,100999,1,100079,1,31,4,,,10100000,,0,0,0,0,0981103,151137,0,0
1030108,9991231,2,110,05,09,100109,100999,100109,0,100999,1,100109,2,31,4,,,11111100,,0,0,0,0,1030505,105026,0,0
0991126,9991231,2,111,05,11,100083,100999,100083,0,100999,1,100083,2,31,4,,,11111100,,0,0,0,0,0991126,141413,0,0
1020307,9991231,1,64801,05,09,640015,640999,640015,1,640999,1,640015,1,31,3,,,00001000,,0,0,0,0,1020307,095625,0,0
