ANN-6280 ; 90  ; 0 ; 126 ; 50 ; 219184 ; 2665520 ; 120.6969000 ; 24.0944000 ;            ; 2018-01-24 11:16:22 ; 336036 ; 0 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 126 ; 50 ; 219184 ; 2665520 ; 120.6969000 ; 24.0944000 ;            ; 2018-01-24 11:16:52 ; 336036 ; 0 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 126 ; 50 ; 219184 ; 2665520 ; 120.6969000 ; 24.0944000 ;            ; 2018-01-24 11:17:22 ; 336036 ; 0 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 126 ; 50 ; 219174 ; 2665520 ; 120.6968000 ; 24.0944000 ;            ; 2018-01-24 11:17:52 ; 358541 ; 10 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 126 ; 50 ; 219174 ; 2665520 ; 120.6968000 ; 24.0944000 ;            ; 2018-01-24 11:18:22 ; 358541 ; 0 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 126 ; 50 ; 219174 ; 2665520 ; 120.6968000 ; 24.0944000 ;            ; 2018-01-24 11:18:52 ; 358541 ; 0 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 126 ; 50 ; 219184 ; 2665520 ; 120.6969000 ; 24.0944000 ;            ; 2018-01-24 11:19:22 ; 336036 ; 10 ; 50 ; 400600
ANN-6280 ; 0   ; 32 ; 129 ; 50 ; 219245 ; 2665475 ; 120.6975000 ; 24.0940000 ;            ; 2018-01-24 11:19:52 ; 336036 ; 76 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 19 ; 50 ; 219316 ; 2665508 ; 120.6982000 ; 24.0943000 ;            ; 2018-01-24 11:20:22 ; 41355 ; 78 ; 50 ; 400600
ANN-6280 ; 0   ; 33 ; 19 ; 60 ; 219367 ; 2665697 ; 120.6987000 ; 24.0960000 ;            ; 2018-01-24 11:20:52 ; 41472 ; 196 ; 60 ; 400600
ANN-6280 ; 0   ; 36 ; 100 ; 60 ; 219601 ; 2665707 ; 120.7010000 ; 24.0961000 ;            ; 2018-01-24 11:21:22 ; 500409 ; 234 ; 60 ; 400600
ANN-6280 ; 0   ; 26 ; 18 ; 50 ; 219815 ; 2665762 ; 120.7031000 ; 24.0966000 ;            ; 2018-01-24 11:21:52 ; 301918 ; 221 ; 50 ; 400600
ANN-6280 ; 90  ; 1 ; 159 ; 50 ; 219876 ; 2665828 ; 120.7037000 ; 24.0972000 ;            ; 2018-01-24 11:22:22 ; 320637 ; 90 ; 50 ; 400600
ANN-6280 ; 91  ; 0 ; 227 ; 50 ; 219876 ; 2665828 ; 120.7037000 ; 24.0972000 ;            ; 2018-01-24 11:22:37 ; 320637 ; 0 ; 50 ; 400600
ANN-6280 ; 78  ; 0 ; 227 ; 50 ; 219876 ; 2665828 ; 120.7037000 ; 24.0972000 ;            ; 2018-01-24 11:22:38 ; 320637 ; 0 ; 50 ; 400600
ANN-6280 ; 0   ; 23 ; 192 ; 50 ; 219866 ; 2665762 ; 120.7036000 ; 24.0966000 ;            ; 2018-01-24 11:22:52 ; 320637 ;  ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 190 ; 50 ; 219866 ; 2665729 ; 120.7036000 ; 24.0963000 ;            ; 2018-01-24 11:23:22 ; 320637 ; 100 ; 50 ; 400600
ANN-6280 ; 0   ; 21 ; 190 ; 60 ; 219855 ; 2665684 ; 120.7035000 ; 24.0959000 ;            ; 2018-01-24 11:23:52 ; 500409 ; 46 ; 60 ; 400600
ANN-6280 ; 0   ; 15 ; 169 ; 50 ; 219804 ; 2665485 ; 120.7030000 ; 24.0941000 ;            ; 2018-01-24 11:24:22 ; 320637 ; 205 ; 50 ; 400600
ANN-6280 ; 0   ; 13 ; 227 ; 50 ; 219855 ; 2665396 ; 120.7035000 ; 24.0933000 ;            ; 2018-01-24 11:24:52 ; 301846 ; 103 ; 50 ; 400600
ANN-6280 ; 89  ; 0 ; 265 ; 50 ; 219804 ; 2665397 ; 120.7030000 ; 24.0933000 ;            ; 2018-01-24 11:25:22 ; -2987 ; 51 ; 50 ; 400600
ANN-6280 ; 89  ; 0 ; 265 ; 50 ; 219804 ; 2665385 ; 120.7030000 ; 24.0932000 ;            ; 2018-01-24 11:25:52 ; -2987 ; 12 ; 50 ; 400600
ANN-6280 ; 89  ; 0 ; 265 ; 50 ; 219804 ; 2665385 ; 120.7030000 ; 24.0932000 ;            ; 2018-01-24 11:26:22 ; -2987 ;  ; 50 ; 400600
ANN-6280 ; 68  ; 0 ; 265 ; 50 ; 219804 ; 2665385 ; 120.7030000 ; 24.0932000 ;            ; 2018-01-24 11:26:30 ; -2987 ;  ; 50 ; 400600
ANN-6280 ; 78  ; 0 ; 265 ; 50 ; 219804 ; 2665385 ; 120.7030000 ; 24.0932000 ;            ; 2018-01-24 11:26:31 ; -2987 ; 0 ; 50 ; 400600
ANN-6280 ; 0   ; 8 ; 298 ; 50 ; 219784 ; 2665397 ; 120.7028000 ; 24.0933000 ;            ; 2018-01-24 11:26:52 ; 320637 ; 23 ; 50 ; 400600
ANN-6280 ; 0   ; 22 ; 214 ; 50 ; 219722 ; 2665275 ; 120.7022000 ; 24.0922000 ;            ; 2018-01-24 11:27:22 ; 320637 ; 137 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 137 ; 50 ; 219773 ; 2665208 ; 120.7027000 ; 24.0916000 ;            ; 2018-01-24 11:27:52 ; 320652 ; 84 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 137 ; 50 ; 219763 ; 2665208 ; 120.7026000 ; 24.0916000 ;            ; 2018-01-24 11:28:23 ; 335948 ; 10 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 137 ; 50 ; 219763 ; 2665197 ; 120.7026000 ; 24.0915000 ;            ; 2018-01-24 11:28:53 ; 335948 ; 11 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 137 ; 50 ; 219773 ; 2665208 ; 120.7027000 ; 24.0916000 ;            ; 2018-01-24 11:29:23 ; 320652 ; 15 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 137 ; 50 ; 219773 ; 2665208 ; 120.7027000 ; 24.0916000 ;            ; 2018-01-24 11:29:53 ; 320652 ; 0 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 137 ; 50 ; 219773 ; 2665208 ; 120.7027000 ; 24.0916000 ;            ; 2018-01-24 11:30:23 ; 320652 ; 0 ; 50 ; 400600
ANN-6280 ; 90  ; 0 ; 137 ; 50 ; 219773 ; 2665219 ; 120.7027000 ; 24.0917000 ;            ; 2018-01-24 11:30:53 ; 320652 ; 11 ; 50 ; 400600
ANN-6280 ; 0   ; 13 ; 107 ; 50 ; 219824 ; 2665197 ; 120.7032000 ; 24.0915000 ;            ; 2018-01-24 11:31:23 ; 301846 ; 56 ; 50 ; 400600
ANN-6280 ; 0   ; 30 ; 193 ; 50 ; 219803 ; 2664987 ; 120.7030000 ; 24.0896000 ;            ; 2018-01-24 11:31:53 ; 41863 ; 211 ; 50 ; 400600
ANN-6280 ; 0   ; 27 ; 193 ; 60 ; 219762 ; 2664788 ; 120.7026000 ; 24.0878000 ;            ; 2018-01-24 11:32:23 ; 600039 ; 203 ; 60 ; 400600
ANN-6280 ; 0   ; 19 ; 232 ; 60 ; 219619 ; 2664622 ; 120.7012000 ; 24.0863000 ;            ; 2018-01-24 11:32:53 ; 600039 ; 219 ; 60 ; 400600
ANN-6280 ; 0   ; 23 ; 245 ; 60 ; 219497 ; 2664533 ; 120.7000000 ; 24.0855000 ;            ; 2018-01-24 11:33:23 ; 600039 ; 151 ; 60 ; 400600
ANN-6280 ; 90  ; 0 ; 314 ; 60 ; 219467 ; 2664544 ; 120.6997000 ; 24.0856000 ;            ; 2018-01-24 11:33:54 ; 600039 ; 32 ; 60 ; 400600
